ID;CODE;DRUG-GENERIC1;CONNECTOR1;CATEGORY;CONNECTOR2;CONNECTOR3;OPTIONAL CONNECTOR1;with…..;OPTIONAL CONNECTOR2;CONNECTOR4;FORMULA;CONNECTOR5;DRUG-GENERIC2;CONNECTOR6;COUNTRY;CONNECTOR7;NAMES-TRADE;NAMES-OLD;CONNECTOR8;TEXT for HOW IT MIGHT WORK;REFERENCE1;REFERENCE;COMBINATION_new;DEPOT1_new;DEPOT2_new;COMBINATION;DEPOT1;DEPOT2;Drug-generic (with additions);;;
11;A.III.2 ;Alimemazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;antihistaminic properties; and a ;full chemical formula of ;10-[3-(dimethylamino)2-methylpropyl]phenothiazine;. ;Alimemazine; has been marketed or used in ;Netherlands, Germany, Belgium, France, Denmark, Finland, Norway, United Kingdom; under the trade or premarketing names of ;Nedeltran, Theralene, Théralène, Theralen, Repeltin, Vallergan;NM: Nedeltran Rhône-Poulenc Rorer, NL: tabs. 5mg (deleted), 10mg (deleted), 25mg - drops 4% (1 drop 1mg) - syrup ½mg/ml NM: Theralene Rhône-Poulenc, BRD: drops 4% - syrup 0.5mg/ml NM: Théralène Rhône-Poulenc Rorer, B: tabs. 5mg, 10mg - drops 4% - syrup 2½mg/5ml NM: Théralène Théraplix, F: f-c tabs. 5mg - syrup 2½mg/5ml - sol. buvable 40mg/ml - amps. 25mg/5ml NM: Theralen Rhône-Poulenc Rorer, SWE: tabs. 5mg - drops 40mg/ml - mixtur ½mg/ml NM: Repeltin Pierre Fabre Dermo Kosmetic, BRD: tabs. 5mg - Repeltin forte tabs. 25mg NM: Vallergan Rhône-Poulenc Rorer, DK, FIN (deleted), NOR: tabs. 10mg - mixtur 5mg/ml (not in DK) NM: Vallergan Rhône-Poulenc Rorer, UK: f-c tabs. 10mg - syrup 7½mg/5ml and 30mg/5ml;. ;Histamine H antagonist. No neuroleptic properties. Sedative effects. Used as hypnotic and for 1 premedication. Studied in the management of agitation and confusion in the elderly. Plasma halflife 4.4 to 18.3 hours/ median 6.8 hours.;RF: Phillips GH, Mian T, Becker U, et al: Oral premedication in children. A comparison of trimeprazine with a trimeprazine, droperidol and methadone mixture. Anaesthesia 45: 870-872, 1990 - Sponheim S, Aune H, Gulliksen M, et al: Pharmacokinetics of trimeprazine in children. Pharmacol Toxicol 67: 243-245, 1990.;Phillips GH, Mian T, Becker U, et al: Oral premedication in children. A comparison of trimeprazine with a trimeprazine, droperidol and methadone mixture. Anaesthesia 45: 870-872, 1990 - Sponheim S, Aune H, Gulliksen M, et al: Pharmacokinetics of trimeprazine in children. Pharmacol Toxicol 67: 243-245, 1990.;;;;;;;alimemazine (trimeprazine, 6549 RP);;;
12;A.III.2 ;Oxomemazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;antihistaminic properties; and a ;full chemical formula of ;10-[3-(dimethylamino)-2-methylpropyl]phenothiazine- 5,5-dioxide;. ;Oxomemazine; has been marketed or used in ;Belgium, Netherlands, France, Switzerland; under the trade or premarketing names of ;Doxergan, Imakol, Toplexil, Aplexil;NM: Doxergan Rhône-Poulenc Rorer, B, NL: tabs. 10mg (not in NL) - syrup 1mg/ml NM: Doxergan Spécia, F: tabs. 10mg - syrup 1mg/ml (deleted) NM: Imakol Rhône-Poulenc, BRD: tabs./syrup (deleted) NM: Toplexil Rhône-Poulenc Rorer,B, GR, NL, CH: syrup 1.66mg/5ml+add. NM: Toplexil Spécia, F: syrup 1.66mg/5ml - caps. 1.65 mg NM: Aplexil brand name of Spécia NM: Aplexil Gerot, A: caps. 1.65mg+add. - syrup 1.65mg/5ml+add.;. ;Derivative of the histamine H antagonist alimemazine. No neuroleptic effects. Due to sedative 1 properties also used in the management of insomnia and aggressive behavior. Very low proteine binding reported. No recent references.;RF: Friedrich R: Aplexil zur Behandlung der unspezifischen chronischen Erkrankungen der Atmungsorgane und des Hustens. Therapiewoche 16: 1704-1706, 1966 - Thoma K, Arning M: Kolloidchemische Eigenschaften, Verteilungs- und Bindungsverhalten von Phenothiazinderivaten. Beziehungen zwischen Eiweissbindung und physikalischchemischen Eigenschaften. Archiv Pharmazie 309: 945-959, 1976.;Friedrich R: Aplexil zur Behandlung der unspezifischen chronischen Erkrankungen der Atmungsorgane und des Hustens. Therapiewoche 16: 1704-1706, 1966 - Thoma K, Arning M: Kolloidchemische Eigenschaften, Verteilungs- und Bindungsverhalten von Phenothiazinderivaten. Beziehungen zwischen Eiweissbindung und physikalischchemischen Eigenschaften. Archiv Pharmazie 309: 945-959, 1976.;;;;;;;oxomemazine (6847 RP);;;
13;A.III.2 ;Promethazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;antihistaminic properties; and a ;full chemical formula of ;10-[2-(dimethylamino)propyl]phenothiazine;. ;Promethazine; has been marketed or used in ;Belgium, Greece, Netherlands, Finland, Denmark, France, United Kingdom, Austria, Germany, Sweden, Switzerland, Spain; under the trade or premarketing names of ;Phenergan, Atosil, Avomine, Eusedon mono, Lergigan, Nardyl, Prothazin liq., Prothazin, Psicho-Soma, Sominex, Soporil;NM: Phenergan Théraplix (RPR), B, GR, NL: s-c tabs. 25mg - amps. 50mg/2ml - also syrup 1mg/ml (not in NL) - DK, NOR, FIN: s-c tabs. 10mg (not in DK), 25mg - amps. 50mg/2ml (DK also mikstur 1mg/ml) NM: Phenergan Théraplix (RPR), F - RPR, CH: s-c tabs. 25mg - amps. 50mg per 2ml - syrup 5mg/5ml ( 0.1 %) - crème NM: Phenergan Rhône-Poulenc, UK: f-c tabs. 10mg, 25mg - amps. 25mg/ml - elixir 5mg/5ml NM: Phenergan Gerot, A: s-c tabs. 25mg - amps. 50mg/ml - syrup 1mg/1ml NM: Atosil Bayer, BRD - Kolassa, A: f-c tabs. 25mg - drops 20mg/ml - syrup 1mg/ml - suppositories 50mg - amps. 50mg/2ml (deleted in A) NM: Avomine Rhône Poulenc Rorer, UK: tabs. 25mg (theoclate) NM: Eusedon mono Krewel, BRD: drops 5mg/ml NM: Lergigan Recip, SWE: f-c tabs. 5mg, 25mg, 50mg - mixtur (syrup) 1mg/ml -Lergigan comp. tabs. 10mg+add. NM: Nardyl Vifor Fribourg, CH: s-c tabs. 10mg in combination with hyosciamine, atropine, scopolamine NM: Prothazin liq. Pharma Wernigerode, BRD: sol. 20mg/ml NM: Prothazin Rodleben, BRD: s-c tabs. 25mg - amps. 50mg/ml - sol.20mg/ml NM: Psicho-Soma Ferrer, ESP: sol.7½mg/5g+magnesium glutamate NM: Sominex Beecham, UK: tabs. 20mg (as sleeping aid for insomnia) (deleted) NM: Soporil Duphar, BRD: s-c tabs. 25mg;. ;Histamine H -antagonist. Antiemetic and sedative properties/ no neuroleptic activity. Used in 1 combination with neuroleptics in lytic cocktails for premedication. As hypnotic and adjuvans in analgesia. Parenteral administration in the management of neuroleptic-induced dyskinesia. Mean terminal plasma half-life in healthy subjects after i.v. administration approx. 12.2 hours.;RF: Blanc VF, Ruest P, Milot J, et al: Antiemetic prophylaxis with promethazine or droperidol in paediatric outpatient strabismus surgery. Can J Anaesthesia 38: 54-60, 1991 - Bagli M, Rao ML, Höflich G: Quantification of chlorprothixene, levopromazine and promethazine in human serum using highperformance liquid chromatography with coulometric electrochemical detection. J Chromatogr B Biomed Appl 657/1: 141-148, 1994 - Ponger GW, Stewart JT: A liquid chromatographic method for the determination of promethazine enantiomers in human urine and serum using solid-phase extraction and fluorescence detection. J Pharm Biomed Appl 13: 1161-1166, 1995.;Blanc VF, Ruest P, Milot J, et al: Antiemetic prophylaxis with promethazine or droperidol in paediatric outpatient strabismus surgery. Can J Anaesthesia 38: 54-60, 1991 - Bagli M, Rao ML, Höflich G: Quantification of chlorprothixene, levopromazine and promethazine in human serum using highperformance liquid chromatography with coulometric electrochemical detection. J Chromatogr B Biomed Appl 657/1: 141-148, 1994 - Ponger GW, Stewart JT: A liquid chromatographic method for the determination of promethazine enantiomers in human urine and serum using solid-phase extraction and fluorescence detection. J Pharm Biomed Appl 13: 1161-1166, 1995.;;;;;;;promethazine (3277 RP);;;
14;A.III.3 ;Butaperazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;1-[10-[3-(4-methyl-1-piperazinyl)propyl] phenothiazin-2-yl]-1- butanone (dimaleate);. ;Butaperazine; has been marketed or used in ;Germany, United States of America; under the trade or premarketing names of ;Randolectil, Neuronal, Repoise;NM: Randolectil Bayer, BRD - Bay 1362 (deleted) NM: Neuronal formerly Asche, BRD NM: Repoise Robins, USA;. ;Has been used in the treatment of severe psychoses and therapy-resistant schizophrenia. Incisive neuroleptic activity. Dosage up to 30 mg/day. Formerly also in NL. Terminal plasma half-life about 6 up to 26 hours.;RF: Simpson GM, Yadalam K: Blood levels of neuroleptics: state of the art. J Clin Psychiatry 46: 22-28, 1985 - Wolf ME, Javaid JI, Mosnaim AD: Butaperazine pharmacokinetics in tardive dyskinesia. Biopharm Drug Dispos 6: 223-227, 1985.;Simpson GM, Yadalam K: Blood levels of neuroleptics: state of the art. J Clin Psychiatry 46: 22-28, 1985 - Wolf ME, Javaid JI, Mosnaim AD: Butaperazine pharmacokinetics in tardive dyskinesia. Biopharm Drug Dispos 6: 223-227, 1985.;;;;;;;butaperazine (butyrylperazine, AHR 712);;;
15;A.III.3 ;Thioproperazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;N,N-dimethyl-10-[3-(4-methyl-1-piperazinyl) propyl]phenothiazine-2-sulfonamide (mesylate);. ;Thioproperazine; has been marketed or used in ;Belgium, France, Finland, Greece; under the trade or premarketing names of ;Majeptil;NM: Majeptil Rhône-Poulenc Rorer, B: tabs. 10mg - drops 4% Spécia, F: f-c tabs. 10mg - goutt. buvables 4% (1drop 1mg) NM: Majeptil FIN: tabs. 25mg - GR, ESP (deleted): tabs. 10mg;. ;Potent neuroleptic for the treatment of severe psychotic disorders. Continuous or discontinuous therapy (chimioshock/ Jean Delay). Motor phenomena. Antiemetic effects.;RF: Boireau A, Blanchard JC, Garret C: The use of thioproperazine, a phenothiazine derivative, as ligand for neuroleptic receptors. Biochem Pharmacol 29: 2939-2942, 1980 - Boschi G, Launay N, Rips R: Neuroleptic-induced hypothermia in mice: lack of evidence for a central mechanism. Br J Pharmacol 90: 745-751, 1987.;Boireau A, Blanchard JC, Garret C: The use of thioproperazine, a phenothiazine derivative, as ligand for neuroleptic receptors. Biochem Pharmacol 29: 2939-2942, 1980 - Boschi G, Launay N, Rips R: Neuroleptic-induced hypothermia in mice: lack of evidence for a central mechanism. Br J Pharmacol 90: 745-751, 1987.;;;;;;;thioproperazine (7843 RP);;;
16;A.III.3 ;Perazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;10-[3-(4-methyl-1-piperazinyl)propyl] phenothiazine (hydrogen malonate);. ;Perazine; has been marketed or used in ;Netherlands, Belgium, Germany; under the trade or premarketing names of ;Taxilan;NM: NM: Taxilan Byk, NL: s-c tabs. 25mg, 100mg (other forms deleted) NM: Taxilan Byk Belga, B (deleted) - Promonta Lundbeck, BRD: s-c tabs. 25mg, 100mg - drops 44mg/ml - amps. 50mg/2ml;. ;Particularly used in delusional states. At low dosage for behavioral disturbances in the elderly. Sedative and anticholinergic effects. Plasma half-life about 35 hours.;RF: Rao ML: Monitoring of serum bioactivity of perazine and its metabolites by radioreceptor assay. Pharmacopsychiatry 22: 104-107, 1989 - Brand U, Menge HG, Neumann BW, et al: Pharmacological studies on perazine and its primary metabolites. Pharmacopsychiatry 22: 255-257, 1989.;Rao ML: Monitoring of serum bioactivity of perazine and its metabolites by radioreceptor assay. Pharmacopsychiatry 22: 104-107, 1989 - Brand U, Menge HG, Neumann BW, et al: Pharmacological studies on perazine and its primary metabolites. Pharmacopsychiatry 22: 255-257, 1989.;;;;;;;perazine;;;
17;A.III.3 ;Thiethylperazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;2-ethylthio-10-[3-(4-methyl-1-piperazinyl) propyl]phenothiazine (hydrogen maleate);. ;Thiethylperazine; has been marketed or used in ;Netherlands, Austria, Belgium, Denmark, Finland, Greece, SwedenItaly, United Kingdom, Spain, Germany, Norway, France, United States of America; under the trade or premarketing names of ;Torecan, Torécan;NM: Torecan Wander, NL - Sandoz, A: s-c tabs. 6½mg - amps. 6½mg/ml (deleted in NL) - suppositories 6½mg NM: Torecan Wander, B: s-c tabs. 6½mg (suspended) - amps. 6½mg/ml (deleted) NM: Torecan Sandoz, BRD, CH, DK, FIN, GR, NOR, SWE, ITA, UK (deleted) - ESP: s-c tabs.6½mg (not in SWE) - amps. 6½mg/ml (not in ESP, DK, BRD, ITA) - suppos. 6½mg (not in BRD, NOR) NM: Torécan Sandoz, F: s-c tabs. 10mg (dimaleate) (deleted) NM: Torecan Boehringer Ingelheim, USA: tabs. 10mg - amps. 10mg/2ml - suppos. 10mg (all forms maleate);. ;Neuroleptic-type antiemetic for the treatment of nausea and vomiting. May be effective in vertigo. Potential antipsychotic efficacy/ extrapyramidal symptoms may occur, also dystonic effects and prolactin stimulation. Elimination half-life after oral administration about 12 hours.;RF: Rotrosen J: Thiethylperazine. Clinical antipsychotic efficacy and correlation with potency in predictive systems. Arch Gen Psychiatry 35: 1112-1118, 1978 -Vlachos P: Dystonic reactions following thiethylperazine in children. Toxicol Letters 13: 183-184, 1982 - Sulkava R: Thiethylperazine and tardive dyskinesia. Acta Neurol Scand 70: 369-372, 1984.;Rotrosen J: Thiethylperazine. Clinical antipsychotic efficacy and correlation with potency in predictive systems. Arch Gen Psychiatry 35: 1112-1118, 1978 -Vlachos P: Dystonic reactions following thiethylperazine in children. Toxicol Letters 13: 183-184, 1982 - Sulkava R: Thiethylperazine and tardive dyskinesia. Acta Neurol Scand 70: 369-372, 1984.;;;;;;;thiethylperazine;;;
18;A.III.3 ;Chlorperazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;2-chloro-10-[3-(4-methyl-1-piperazinyl) propyl]pheno-thiazine (dimaleate);. ;Chlorperazine; has been marketed or used in ;Netherlands, Switzerland, Finland, Norway, IcelandSweden, Republic of South Africa, United Kingdom, France, United States of America; under the trade or premarketing names of ;Stemetil, Tementil, Buccastem, Compazine, Klometil, Trinigrin, Vertigon;NM: Stemetil Rhône-Poulenc Rorer, NL, CH: tabs. 10mg (not in NL)- suppositories 5mg, 25mg - CH: also drops 1% (range deleted in CH) NM: Stemetil Rhône-Poulenc Rorer, DK, FIN, NOR, ICL: tabs. 5mg, 25mg - amps. 25mg/2ml (not in FIN, NOR, ICL) - suppos. 25mg (FIN also 5mg) NM: Stemetil Rhône-Poulenc Rorer, SWE: tabs. 5mg, 10mg - mixtur 1mg/ml (deleted) - suppositories 25mg - amps. 10mg/2ml NM: Stemetil Rhône-Poulenc Rorer, RSA: tabs. 5mg - syrup 5mg/5ml - amps. 12½mg/ml, 25mg/2ml - suppos.5mg NM: Stemetil Rhône-Poulenc Rorer, UK: tabs. 5mg, 25mg - syrup 5mg/5ml - amps. 12½mg/ml - amps. 25mg/2ml - suppositories 5mg and 25mg - effervescent powder 5mg/sachet NM: Tementil Spécia, F: gouttes buvables 4% (1 drop 1mg) (deleted) NM: Buccastem Reckitt Colman, UK: lozenges 3mg NM: Compazine SmithKline Beecham, USA: spansules 10mg, 15mg, 30mg, 75mg - tabs. 5mg, 10mg, 25mg- various other presentations NM: Klometil Orion Farmos, FIN: tabs. 5mg, 10mg, 25mg - suppositories 5mg and 25mg NM: Trinigrin Lääkefarmos, FIN: tabs. 5mg+2mg diazepam+1mg ergotamin tartrate (antimigraine) NM: Vertigon S.K.F., UK: spansules 10mg and 15mg;. ;At low dosage for the treatment of nausea, vomiting and minor mental disturbances/ in NL classified as an antiemetic. Has been used in the management of schizophrenic psychoses at doses of 50 to 100 mg daily/ dosage up to 200 mg daily reported. Plasma half-life after i.v. administration 6.8 ± 0.7 hours.;RF: Taylor WB, Bateman DN: Preliminary studies of the pharmacokinetics and pharmacodynamics of chlorperazine in healthy subjects. Br J Clin Pharmacology 23: 137-142, 1987 - Dannenberg A, Zakim D: Effects of prochlorperazine on the function of integral membrane proteins. Biochem Pharmacology 37: 1259-1262, 1988.;Taylor WB, Bateman DN: Preliminary studies of the pharmacokinetics and pharmacodynamics of chlorperazine in healthy subjects. Br J Clin Pharmacology 23: 137-142, 1987 - Dannenberg A, Zakim D: Effects of prochlorperazine on the function of integral membrane proteins. Biochem Pharmacology 37: 1259-1262, 1988.;;;;;;;chlorperazine (prochlorperazine, 6140 RP);;;
19;A.III.3 ;Trifluoperazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;methylpiperazine side chain; and a ;full chemical formula of ;10-[3-(4-methyl-1-piperazinyl)propyl]-2-trifluoromethylpheno thiazine (hydrochloride);. ;Trifluoperazine; has been marketed or used in ;Netherlands, Switzerland, France, Denmark, Sweden, Greece, SpainGermany, Austria, Italy, United Kingdom, United States of America, Republic of South Africa, Saudi-Arabia; under the trade or premarketing names of ;Terfluzine, Terfluzin, Discimer, Eskazine, Foille, Iremo Pierol, Jatroneural, Modalina, Oxyperazine, Sedofren, Sporalon, Stelazine, Stelium, Terflurazine, Terfluoperazine, SFK 5019, 7623 RP;NM: Terfluzine Rhône-Poulenc Rorer, NL: tabs.1mg, 10mg and 100mg - Rhône-Poulenc, CH: tabs. 10mg (deleted) - Spécia (RPR), F: f-c tabs. 10mg, 100mg - gouttes 40mg/ml (1drop 1mg) NM: Terfluzin Rhône-Poulenc Rorer, DK, FIN: s-c tabs. 1mg, 5mg (range deleted) - NOR: s-c tabs. 1mg, 5mg and f-c tabs. 10mg (range deleted) - SWE: tabs. 1mg, 5mg (range deleted) NM: Discimer Bros, GR: tabs. 1mg, 5mg NM: Eskazine Smith Kline French, ESP: s-c tabs. 1mg, 2mg, 5mg NM: Foille Livafarm, GR: s-c tabs. 1mg, 2mg, 5mg (deleted) NM: Iremo Pierol Pefanic, GR: tabs. 1mg, 2mg, 5mg NM: Jatroneural Procter & Gamble Pharmaceuticals, BRD - Roehm Pharma, A: retard caps.2mg NM: Modalina Midy, ITA: s-c tabs. 1mg, 2mg NM: Oxyperazine Coup, GR: tabs. 2mg, 5mg NM: Sedofren Proel, GR: tabs. 1mg, 2mg, 5mg NM: Sporalon Velka, GR: tabs. 2mg, 5mg NM: Stelazine S.K.B., GR/ spansules 2mg, 15mg - tabs. 1mg, 2mg and 5mg - S.K.B., UK: s-c tabs. 1mg, 5mg - syrup 1mg/5ml -spansules 2mg, 10mg, 15mg - amps. 1mg/ml - concentrate 10mg/ml - S.K.B., USA: tabs. 1mg, 2mg, 5mg, 10mg - vials - 20mg per 10ml - concentrate 10mg/ml - S.K.B., RSA: tabs. 1½mg NM: Stelium Ni-The, GR: tabs. 1mg, 3mg, 5mg NM: Terflurazine Lennon, SAR: tabs. 1mg, 2mg, 5mg NM: Terfluoperazine Smith Kline French, ESP: tabs. 1mg, 2mg NM: SFK 5019 Smith Kline Beecham, USA NM: 7623 RP Rhône-Poulenc Rorer, F;. ;D /weak D receptors antagonist. Dosage in the treatment of schizophrenic psychosis and 2 severe psychomotor disorders up to about 40 mg/day. Much higher doses have been given occasionally. At low dosage also used to control excessive anxiety states. Main active metabolites are the sulfoxides and the N-demethylated derivative. Terminal plasma half-life in healthy volunteers after oral administration 13.3 + 0.9 hours/ plasma half-life of the active 7- hydroxy metabolite 10.6 + 5.7 hours.;RF: Ngen CC, Singh P: Long-term phenothiazine administration and the eye in 100 Malaysians. Br J Psychiatry 152: 278-280, 1988 - Midha KK, Hawes EM, Hubbard JW, et al: A pharmacokinetic study of trifluoperazine in two ethnic populations. Psychopharmacology 95 (3) : 333-338, 1988 - Cortijo J, Foster RW, Small RC, et al: Calcium antagonist properties of cinnarizine, trifluoperazine and verapamil in guinea pig normal and skinned trachealis muscle. J Pharm Pharmacology 42: 405-411, 1990.;Ngen CC, Singh P: Long-term phenothiazine administration and the eye in 100 Malaysians. Br J Psychiatry 152: 278-280, 1988 - Midha KK, Hawes EM, Hubbard JW, et al: A pharmacokinetic study of trifluoperazine in two ethnic populations. Psychopharmacology 95 (3) : 333-338, 1988 - Cortijo J, Foster RW, Small RC, et al: Calcium antagonist properties of cinnarizine, trifluoperazine and verapamil in guinea pig normal and skinned trachealis muscle. J Pharm Pharmacology 42: 405-411, 1990.;Parstelin (1mg trifluoperazine/10mg tranylcypromine), Jatrosom N (1mg trifluoperazine/10mg tranylcypromine), Stelabid (deleted), Stelabid forte (deleted), Stelabid mite (1mg trifluoperazine/5mg isopropamide), Stelabid forte (2mg trifluoperazine/5mg isopropamide), Stelbid (1mg trifluoperzanine/5mg isopropamide), Stelbid forte (2mg trifluoperzanine/7 mg 1/2 isopropamide);;;COMB: FIXED COMBINATIONS OF TRIFLUOPERAZINE WITH OTHER AGENTS: NM: Parstelin S.K.B., UK/ s-c tabs. 1mg trifluoperazine/10mg tranylcypromine NM: Jatrosom N Röhm Pharma, BRD, A,: s-c tabs. 1mg trifluoperazine/10mg tranylcypromine NM: Stelabid S.K.B., UK: (deleted) NM: Stelabid forte S.K.B., UK: (deleted) NM: Stelabid mite Röhm, BRD, A: s-c tabs. 1mg trifluoperazine/5mg isopropamide (deleted in BRD) NM: Stelabid forte Röhm, BRD, A: s-c tabs. 2mg trifluoperazine/5mg isopropamide (deleted in BRD) NM: Stelbid S.K.B., GR: s-c tabs. 1mg trifluoperzanine/5mg isopropamide NM: Stelbid forte S.K.B., GR: s-c tabs. 2mg trifluoperzanine/7 mg 1/2 isopropamide;;;trifluoperazine;;;
20;A.III.4 ;Perphenazine;is in the ;phenothiazine; category of antipsychotic.;It has a;n addional ;piperazineethanol side chain; and a ;full chemical formula of ;4-[3-(2-chlorophenothiazin-10-yl)propyl]-1-piperazine-ethanol (dihydrochloride);. ;Perphenazine; has been marketed or used in ;Netherlands, Belgium, Switzerland, France, Norway, Sweden, Republic of South Africa, GermanyAustria, Spain, United Kingdom, Finland; under the trade or premarketing names of ;Trilafon, Trilifan, Decentan, Fentazin, Peratsin;NM: Trilafon Schering Plough, NL: s-c tabs. 2mg, 4mg, 8mg - amps. 5mg/ml (deleted) - Schering Plough, B: s-c tabs. 2mg, 4mg, 8mg - repetabs. 8mg (deleted) - Essex Chemie, CH: s-c tabs. 2mg, 4mg and 8mg - amps. 5mg/ml (deleted) NM: Trilifan Schering Plough, F: s-c tabs. 16mg (deleted) NM: Trilafon Schering Plough, DK: s-c tabs. 2mg, 4mg, 8mg and 16mg - amps. 5mg/ml - drops 3.2mg/ml - Schering Plough, ITA: s-c tabs.2mg,4mg, 8mg-amps. 5mg/ml - Schering Plough, NOR: f-c tabs. 2mg, 4mg, 8mg, 16mg - prolongatum (4 + 4)mg - drops 3.2mg/ml - amps. 5mg/ml - Schering Plough, SWE: s-c tabs. 2mg, 4mg, 8mg - drops. 3.2mg/ml - amps. 5mg/ml (deleted) - prolongatum depot tabs. (4 + 4)mg NM: Trilafon Schering Plough, RSA: tabs. 4mg - SR tabs. 8mg NM: Trilafon Essex, ICL: tabs. 2mg, 4mg, 8mg, 16mg - mixture 3.2mg/ml - amps. 5mg/ml NM: Decentan Merck, BRD, A: tabs. 4mg - tabs. 8mg - amps. 5mg/ml (deleted) - drops 4mg/ml (5 drops 1mg) NM: Decentan Merck, ESP: tabs. 8mg (deleted) NM: Fentazin Fowley Ltd, UK - Evans Medical, UK: s-c tabs. 2mg, 4mg - amps. 5mg/ml (deleted) NM: Peratsin Orion Farmos, FIN: s-c tabs. 2mg, 4mg, 8mg - mikstuura 3.2mg/ml - amps. 5mg/ml - depot tabs. 8mg (4 + 4);. ;DA antagonist. Potent neuroleptic for the management of psychotic disorders, especially also chronic forms. Control of severe nausea and vomiting. Oral dosage 6 to 24 mg daily/ much higher doses are given clinically. The esterified forms, perphenazine enanthate and decanoate are used as long-acting depot injections, with intervals between injections of 1 to 3 weeks and 2 to 4 weeks respectively. Mean terminal plasma half-life of orally administered perphenazine about 9 hours.;RF: Dencker SJ, Gios I, Martensson E & al: A long-term cross-over pharmacokinetic study comparing perphenazine decanoate and haloperidol decanoate in schizophrenic patients. Psychopharmacology 114/1: 24-30, 1994 - Spigset O, Carleborg L, Mjorndal T & al: Carbamazepine interference in a highperformance liquid chromatography analysis for perphenazine. Ther Drug Monit 16/3: 332-333, 1994 - Linnet K: Comparison of the kinetic interactions of the neuroleptics perphenazine and zuclopenthixol with tricyclic antidepressives. Ther Drug Monit 17/3: 308-311, 1995.;Dencker SJ, Gios I, Martensson E & al: A long-term cross-over pharmacokinetic study comparing perphenazine decanoate and haloperidol decanoate in schizophrenic patients. Psychopharmacology 114/1: 24-30, 1994 - Spigset O, Carleborg L, Mjorndal T & al: Carbamazepine interference in a highperformance liquid chromatography analysis for perphenazine. Ther Drug Monit 16/3: 332-333, 1994 - Linnet K: Comparison of the kinetic interactions of the neuroleptics perphenazine and zuclopenthixol with tricyclic antidepressives. Ther Drug Monit 17/3: 308-311, 1995.;;PERPHENAZINE ENANTHATE IN SESAME OIL (100 mg perphenazine enanthate 78.3 mg perphenazine): Trilafon enanthaat (amps. 100mg/ml), Trilafon enantat (amps. 100mg/ml), Trilifan retard (amps. 100mg/ml), Trilafon enantato (amps. 100mg/ml), Trilafon Depot (amps. 100mg/ml), Decentan-Depot (amps. 100mg/ml - vials 1g/1Oml), Peratsin Enantaati (amps. 100mg/ml);PERPHENAZINE DECANOATE IN SESAME OIL (108.2 mg perphenazine decanoate 78.3 mg perphenazine): Trilafon decanoaat (deleted), Trilafon decanoat (amps. 108.2 mg/ml), Trilafon dekanoat (amps. 108mg/ml), Peratsin Dekanoaatti (amps. 108 mg/ml);;DEP: DEPOT INJECTIONS PERPHENAZINE ENANTHATE IN SESAME OIL: (100 mg perphenazine enanthate 78.3 mg perphenazine) NM: Trilafon enanthaat Schering Plough, NL: amps. 100mg/ml NM: Trilafon enantat Schering Plough, DK, SWE - Essex, ICL: amps. 100mg/ml NM: Trilifan retard Schering Plough, F: amps. 100mg/ml NM: Trilafon enantato Schering Plough, ITA: amps. 100mg/ml NM: Trilafon Depot Schering Plough, RSA: amps. 100mg/ml NM: Decentan-Depot Merck, BRD: amps. 100mg/ml - vials 1g/1Oml NM: Peratsin Enantaati Orion, FIN: amps. 100mg/ml;DEP: DEPOT INJECTIONS PERPHENAZINE DECANOATE IN SESAME OIL: (108.2 mg perphenazine decanoate 78.3 mg perphenazine) NM: Trilafon decanoaat Shering Plough, NL: amps. 108.2 mg/ml (deleted) NM: Trilafon decanoat Schering Plough, DK: amps. 108.2 mg/ml NM: Trilafon dekanoat Schering Plough, NOR, SWE - Essex, ICL: amps. 108mg/ml NM: Peratsin Dekanoaatti Orion, FIN: amps. 108 mg/ml;perphenazine (SCH 3940, chlorperphenazine);;;
